"Ticket","Familia"
"015745/T-2","LLAVERO"
"015682/T-2","LLAVERO"
"016069/T-2","LLAVERO"
"015640/T-2","LLAVERO"
"015682/T-2","LLAVERO"
"015327/T-2","LLAVERO"
"016108/T-2","LLAVERO"
"015218/T-2","LLAVERO"
"015933/T-2","LLAVERO"
"012123/T-2","LLAVERO"
"015568/T-2","LLAVERO"
"015801/T-2","LLAVERO"
"015949/T-2","LLAVERO"
"012825/T-2","LLAVERO"
"015864/T-2","LLAVERO"
"015763/T-2","LLAVERO"
"015521/T-2","LLAVERO"
"015739/T-2","LLAVERO"
"015929/T-2","LLAVERO"
"016085/T-2","LLAVERO"
"016096/T-2","LLAVERO"
"015515/T-2","LLAVERO"
"015695/T-2","LLAVERO"
"015242/T-2","LLAVERO"
"015349/T-2","LLAVERO"
"015167/T-2","LLAVERO"
"015345/T-2","LLAVERO"
"016099/T-2","LLAVERO"
"015203/T-2","LLAVERO"
"015618/T-2","LLAVERO"
"015636/T-2","LLAVERO"
"012388/T-2","LLAVERO"
"012298/T-2","LLAVERO"
"015522/T-2","LLAVERO"
"011383/T-2","LLAVERO"
"015883/T-2","LLAVERO"
"015477/T-2","LLAVERO"
"015395/T-2","LLAVERO"
"015156/T-2","LLAVERO"
"015451/T-2","LLAVERO"
"015661/T-2","LLAVERO"
"015253/T-2","LLAVERO"
"015775/T-2","LLAVERO"
"015501/T-2","LLAVERO"
"015502/T-2","LLAVERO"
"015500/T-2","LLAVERO"
"015755/T-2","LLAVERO"
"015294/T-2","LLAVERO"
"015627/T-2","LLAVERO"
"015748/T-2","LLAVERO"
"015482/T-2","LLAVERO"
"015345/T-2","LLAVERO"
"015346/T-2","LLAVERO"
"011693/T-2","LLAVERO"
"015397/T-2","LLAVERO"
"015330/T-2","LLAVERO"
"015330/T-2","LLAVERO"
"015859/T-2","LLAVERO"
"015450/T-2","LLAVERO"
"015386/T-2","LLAVERO"
"015852/T-2","LLAVERO"
"015588/T-2","LLAVERO"
"015240/T-2","LLAVERO"
"015843/T-2","LLAVERO"
"015978/T-2","LLAVERO"
"015293/T-2","LLAVERO"
"015826/T-2","LLAVERO"
"015273/T-2","LLAVERO"
"016098/T-2","LLAVERO"
"015739/T-2","LLAVERO"
"015459/T-2","LLAVERO"
"015205/T-2","LLAVERO"
"015254/T-2","LLAVERO"
"012497/T-2","LLAVERO"
"015241/T-2","LLAVERO"
"015185/T-2","LLAVERO"
"015502/T-2","LLAVERO"
"015409/T-2","LLAVERO"
"015630/T-2","LLAVERO"
"015957/T-2","LLAVERO"
"015626/T-2","LLAVERO"
"015402/T-2","LLAVERO"
"015388/T-2","LLAVERO"
"011663/T-2","LLAVERO"
"015381/T-2","LLAVERO"
"012134/T-2","LLAVERO"
"015586/T-2","LLAVERO"
"015374/T-2","LLAVERO"
"015576/T-2","LLAVERO"
"015300/T-2","LLAVERO"
"015749/T-2","LLAVERO"
"015280/T-2","LLAVERO"
"015802/T-2","LLAVERO"
"015869/T-2","LLAVERO"
"015865/T-2","LLAVERO"
"015262/T-2","LLAVERO"
"015665/T-2","LLAVERO"
"015243/T-2","LLAVERO"
"015375/T-2","LLAVERO"
"015374/T-2","LLAVERO"
"015408/T-2","LLAVERO"
"016135/T-2","LLAVERO"
"015757/T-2","LLAVERO"
"016055/T-2","LLAVERO"
"015818/T-2","LLAVERO"
"015622/T-2","LLAVERO"
"015222/T-2","LLAVERO"
"015593/T-2","LLAVERO"
"015807/T-2","LLAVERO"
"015342/T-2","LLAVERO"
"015342/T-2","LLAVERO"
"015393/T-2","LLAVERO"
"014308/T-2","LLAVERO"
"012824/T-2","LLAVERO"
"011800/T-2","LLAVERO"
"015966/T-2","LLAVERO"
"015749/T-2","LLAVERO"
"015169/T-2","LLAVERO"
"015729/T-2","LLAVERO"
"015212/T-2","LLAVERO"
"015673/T-2","LLAVERO"
"015677/T-2","LLAVERO"
"015732/T-2","LLAVERO"
"015863/T-2","LLAVERO"
"015881/T-2","LLAVERO"
"015518/T-2","LLAVERO"
"015872/T-2","LLAVERO"
"015491/T-2","LLAVERO"
"015486/T-2","LLAVERO"
"015310/T-2","LLAVERO"
"015867/T-2","LLAVERO"
"015865/T-2","LLAVERO"
"015722/T-2","LLAVERO"
"015851/T-2","LLAVERO"
"015376/T-2","LLAVERO"
"015659/T-2","LLAVERO"
"015632/T-2","LLAVERO"
"015369/T-2","LLAVERO"
"015494/T-2","LLAVERO"
"015409/T-2","LLAVERO"
"015168/T-2","LLAVERO"
"016101/T-2","LLAVERO"
"015228/T-2","LLAVERO"
"015591/T-2","LLAVERO"
"015862/T-2","LLAVERO"
"015140/T-2","LLAVERO"
"015988/T-2","LLAVERO"
"015769/T-2","LLAVERO"
"015174/T-2","LLAVERO"
"015269/T-2","LLAVERO"
"013783/T-2","LLAVERO"
"016056/T-2","LLAVERO"
"015741/T-2","LLAVERO"
"015692/T-2","LLAVERO"
"015508/T-2","LLAVERO"
"016077/T-2","LLAVERO"
"015670/T-2","LLAVERO"
"012732/T-2","LLAVERO"
"015416/T-2","LLAVERO"
"016079/T-2","LLAVERO"
"015890/T-2","LLAVERO"
"015223/T-2","LLAVERO"
"015776/T-2","LLAVERO"
"015377/T-2","LLAVERO"
"015740/T-2","LLAVERO"
"015244/T-2","LLAVERO"
"015558/T-2","LLAVERO"
"015344/T-2","LLAVERO"
"015896/T-2","LLAVERO"
"015848/T-2","LLAVERO"
"011220/T-2","LLAVERO"
"015160/T-2","LLAVERO"
"015384/T-2","LLAVERO"
"015145/T-2","LLAVERO"
"015723/T-2","LLAVERO"
"016128/T-2","LLAVERO"
"015618/T-2","LLAVERO"
"015704/T-2","LLAVERO"
"015495/T-2","LLAVERO"
"015660/T-2","LLAVERO"
"015175/T-2","LLAVERO"
"015513/T-2","LLAVERO"
"011369/T-2","PERFUME"
"014970/T-2","PERFUME"
"014042/T-2","PERFUME"
"014218/T-2","PERFUME"
"016553/T-2","PERFUME"
"014969/T-2","PERFUME"
"014671/T-2","PERFUME"
"014440/T-2","PERFUME"
"015732/T-2","PERFUME"
"013516/T-2","PERFUME"
"014438/T-2","PERFUME"
"015706/T-2","PERFUME"
"012027/T-2","PERFUME"
"015222/T-2","PERFUME"
"017302/T-2","PERFUME"
"017302/T-2","PERFUME"
"013418/T-2","PERFUME"
"016913/T-2","PERFUME"
"014441/T-2","PERFUME"
"014899/T-2","PERFUME"
"015272/T-2","PERFUME"
"015090/T-2","PERFUME"
"014677/T-2","PERFUME"
"011376/T-2","PERFUME"
"015027/T-2","PERFUME"
"016308/T-2","PERFUME"
"011868/T-2","PERFUME"
"016531/T-2","PERFUME"
"016326/T-2","PERFUME"
"012188/T-2","PERFUME"
"017251/T-2","PERFUME"
"012275/T-2","PERFUME"
"014390/T-2","PERFUME"
"016814/T-2","PERFUME"
"016766/T-2","PERFUME"
"015910/T-2","PERFUME"
"016437/T-2","PERFUME"
"016384/T-2","PERFUME"
"015401/T-2","PERFUME"
"017108/T-2","PERFUME"
"013465/T-2","PERFUME"
"011368/T-2","PERFUME"
"014029/T-2","PERFUME"
"012014/T-2","PERFUME"
"016744/T-2","PERFUME"
"014452/T-2","PERFUME"
"014959/T-2","PERFUME"
"011382/T-2","PERFUME"
"012836/T-2","PERFUME"
"014164/T-2","PERFUME"
"011440/T-2","PERFUME"
"014919/T-2","PERFUME"
"015740/T-2","PERFUME"
"013429/T-2","PERFUME"
"013211/T-2","PERFUME"
"016533/T-2","PERFUME"
"014968/T-2","PERFUME"
"014714/T-2","PERFUME"
"016566/T-2","PERFUME"
"014244/T-2","PERFUME"
"013199/T-2","PERFUME"
"015003/T-2","PERFUME"
"016767/T-2","PERFUME"
"013491/T-2","PERFUME"
"013200/T-2","PERFUME"
"014706/T-2","PERFUME"
"014249/T-2","PERFUME"
"013626/T-2","PERFUME"
"014557/T-2","PERFUME"
"014457/T-2","PERFUME"
"012262/T-2","PERFUME"
"015677/T-2","PERFUME"
"013023/T-2","PERFUME"
"011465/T-2","PERFUME"
"014611/T-2","PERFUME"
"013465/T-2","PERFUME"
"015241/T-2","PERFUME"
"011440/T-2","PERFUME"
"012680/T-2","PERFUME"
"013115/T-2","PERFUME"
"016401/T-2","PERFUME"
"012041/T-2","PERFUME"
"012108/T-2","PERFUME"
"014966/T-2","PERFUME"
"011710/T-2","PERFUME"
"014232/T-2","PERFUME"
"013417/T-2","PERFUME"
"011496/T-2","PERFUME"
"013629/T-2","PERFUME"
"014245/T-2","PERFUME"
"013348/T-2","PERFUME"
"011201/T-2","PERFUME"
"016653/T-2","PERFUME"
"016436/T-2","PERFUME"
"015636/T-2","PERFUME"
"014958/T-2","PERFUME"
"013493/T-2","PERFUME"
"014705/T-2","PERFUME"
"016573/T-2","PERFUME"
"011707/T-2","PERFUME"
"014694/T-2","PERFUME"
"011796/T-2","PERFUME"
"011134/T-2","PERFUME"
"013221/T-2","PERFUME"
"013221/T-2","PERFUME"
"015003/T-2","PERFUME"
"012491/T-2","PERFUME"
"015441/T-2","PERFUME"
"015242/T-2","PERFUME"
"014164/T-2","PERFUME"
"013624/T-2","PERFUME"
"017264/T-2","PERFUME"
"014827/T-2","PERFUME"
"016933/T-2","PERFUME"
"016436/T-2","PERFUME"
"011686/T-2","PERFUME"
"016471/T-2","PERFUME"
"013658/T-2","PERFUME"
"013124/T-2","PERFUME"
"016884/T-2","PERFUME"
"014833/T-2","PERFUME"
"013082/T-2","PERFUME"
"016655/T-2","PERFUME"
"013023/T-2","PERFUME"
"013177/T-2","PERFUME"
"013683/T-2","PERFUME"
"011509/T-2","PERFUME"
"012930/T-2","PERFUME"
"014130/T-2","PERFUME"
"011437/T-2","PERFUME"
"014435/T-2","PERFUME"
"012513/T-2","PERFUME"
"013284/T-2","PERFUME"
"011378/T-2","PERFUME"
"012858/T-2","PERFUME"
"011555/T-2","PERFUME"
"014896/T-2","PERFUME"
"014895/T-2","PERFUME"
"016585/T-2","PERFUME"
"014656/T-2","PERFUME"
"014839/T-2","PERFUME"
"017104/T-2","PERFUME"
"013336/T-2","PERFUME"
"011913/T-2","PERFUME"
"017224/T-2","PERFUME"
"016649/T-2","PERFUME"
"016630/T-2","PERFUME"
"014756/T-2","PERFUME"
"014747/T-2","PERFUME"
"016593/T-2","PERFUME"
"013992/T-2","PERFUME"
"014680/T-2","PERFUME"
"014681/T-2","PERFUME"
"012240/T-2","PERFUME"
"013201/T-2","PERFUME"
"012493/T-2","PERFUME"
"011975/T-2","PERFUME"
"014171/T-2","PERFUME"
"016478/T-2","PERFUME"
"016913/T-2","PERFUME"
"016912/T-2","PERFUME"
"015262/T-2","PERFUME"
"016906/T-2","PERFUME"
"014784/T-2","PERFUME"
"011388/T-2","PERFUME"
"013097/T-2","PERFUME"
"013072/T-2","PERFUME"
"013738/T-2","PERFUME"
"011530/T-2","PERFUME"
"014460/T-2","PERFUME"
"011499/T-2","PERFUME"
"015079/T-2","PERFUME"
"011483/T-2","PERFUME"
"016716/T-2","PERFUME"
"014840/T-2","PERFUME"
"016693/T-2","PERFUME"
"015616/T-2","PERFUME"
"015029/T-2","PERFUME"
"017290/T-2","PERFUME"
"011387/T-2","PERFUME"
"013465/T-2","PERFUME"
"014910/T-2","PERFUME"
"011300/T-2","PERFUME"
"012766/T-2","PERFUME"
"012227/T-2","PERFUME"
"014851/T-2","PERFUME"
"016020/T-2","PERFUME"
"016007/T-2","PERFUME"
"011916/T-2","PERFUME"
"014061/T-2","PERFUME"
"014035/T-2","PERFUME"
"012085/T-2","PERFUME"
"014522/T-2","PERFUME"
"011808/T-2","PERFUME"
"011799/T-2","PERFUME"
"013974/T-2","PERFUME"
"015883/T-2","PERFUME"
"011785/T-2","PERFUME"
"015872/T-2","PERFUME"
"011779/T-2","PERFUME"
"015871/T-2","PERFUME"
"011779/T-2","PERFUME"
"013949/T-2","PERFUME"
"015273/T-2","PERFUME"
"013936/T-2","PERFUME"
"013927/T-2","PERFUME"
"011761/T-2","PERFUME"
"015262/T-2","PERFUME"
"012495/T-2","PERFUME"
"013902/T-2","PERFUME"
"013189/T-2","PERFUME"
"016912/T-2","PERFUME"
"017267/T-2","PERFUME"
"012114/T-2","PERFUME"
"015752/T-2","PERFUME"
"014546/T-2","PERFUME"
"014538/T-2","PERFUME"
"014725/T-2","PERFUME"
"014509/T-2","PERFUME"
"014908/T-2","PERFUME"
"015690/T-2","PERFUME"
"011455/T-2","PERFUME"
"014352/T-2","PERFUME"
"014319/T-2","PERFUME"
"014318/T-2","PERFUME"
"011362/T-2","PERFUME"
"012079/T-2","PERFUME"
"015732/T-2","PERFUME"
"017224/T-2","PERFUME"
"017218/T-2","PERFUME"
"016146/T-2","PERFUME"
"015465/T-2","PERFUME"
"015461/T-2","PERFUME"
"011975/T-2","PERFUME"
"016051/T-2","PERFUME"
"015409/T-2","PERFUME"
"011213/T-2","PERFUME"
"011944/T-2","PERFUME"
"014132/T-2","PERFUME"
"015381/T-2","PERFUME"
"015352/T-2","PERFUME"
"012604/T-2","PERFUME"
"012604/T-2","PERFUME"
"014708/T-2","PERFUME"
"014707/T-2","PERFUME"
"017008/T-2","PERFUME"
"012553/T-2","PERFUME"
"013221/T-2","PERFUME"
"012998/T-2","PERFUME"
"013937/T-2","PERFUME"
"015271/T-2","PERFUME"
"014666/T-2","PERFUME"
"016937/T-2","PERFUME"
"012700/T-2","PERFUME"
"013845/T-2","PERFUME"
"011686/T-2","PERFUME"
"017071/T-2","PERFUME"
"014558/T-2","PERFUME"
"016860/T-2","PERFUME"
"015913/T-2","PERFUME"
"015719/T-2","PERFUME"
"016326/T-2","PERFUME"
"015084/T-2","PERFUME"
"011743/T-2","PERFUME"
"011483/T-2","PERFUME"
"017358/T-2","PERFUME"
"017339/T-2","PERFUME"
"015042/T-2","PERFUME"
"012932/T-2","PERFUME"
"015033/T-2","PERFUME"
"015616/T-2","PERFUME"
"015616/T-2","PERFUME"
"015020/T-2","PERFUME"
"017291/T-2","PERFUME"
"014578/T-2","PERFUME"
"014988/T-2","PERFUME"
"011382/T-2","PERFUME"
"014259/T-2","PERFUME"
"014900/T-2","PERFUME"
"014199/T-2","PERFUME"
"016089/T-2","PERFUME"
"011971/T-2","PERFUME"
"014846/T-2","PERFUME"
"016706/T-2","PERFUME"
"015416/T-2","PERFUME"
"016693/T-2","PERFUME"
"015403/T-2","PERFUME"
"011928/T-2","PERFUME"
"014122/T-2","PERFUME"
"011173/T-2","PERFUME"
"013318/T-2","PERFUME"
"015348/T-2","PERFUME"
"014755/T-2","PERFUME"
"014035/T-2","PERFUME"
"015896/T-2","PERFUME"
"015892/T-2","PERFUME"
"011795/T-2","PERFUME"
"014461/T-2","PERFUME"
"011779/T-2","PERFUME"
"015873/T-2","PERFUME"
"016968/T-2","PERFUME"
"013189/T-2","PERFUME"
"013859/T-2","PERFUME"
"016437/T-2","PERFUME"
"016907/T-2","PERFUME"
"014539/T-2","PERFUME"
"015156/T-2","PERFUME"
"015148/T-2","PERFUME"
"014270/T-2","PERFUME"
"011558/T-2","PERFUME"
"014489/T-2","PERFUME"
"016328/T-2","PERFUME"
"014458/T-2","PERFUME"
"011515/T-2","PERFUME"
"011509/T-2","PERFUME"
"014415/T-2","PERFUME"
"015640/T-2","PERFUME"
"012892/T-2","PERFUME"
"014768/T-2","PERFUME"
"015561/T-2","PERFUME"
"012841/T-2","PERFUME"
"012085/T-2","PERFUME"
"013490/T-2","PERFUME"
"014277/T-2","PERFUME"
"014241/T-2","PERFUME"
"016754/T-2","PERFUME"
"014892/T-2","PERFUME"
"017169/T-2","PERFUME"
"015442/T-2","PERFUME"
"014126/T-2","PERFUME"
"015380/T-2","PERFUME"
"014737/T-2","PERFUME"
"015906/T-2","PERFUME"
"015310/T-2","PERFUME"
"015891/T-2","PERFUME"
"013960/T-2","PERFUME"
"012531/T-2","PERFUME"
"011779/T-2","PERFUME"
"016954/T-2","PERFUME"
"013192/T-2","PERFUME"
"015838/T-2","PERFUME"
"014612/T-2","PERFUME"
"011686/T-2","PERFUME"
"015195/T-2","PERFUME"
"013094/T-2","PERFUME"
"016389/T-2","PERFUME"
"015741/T-2","PERFUME"
"015920/T-2","PERFUME"
"014249/T-2","PERFUME"
"013706/T-2","PERFUME"
"014445/T-2","PERFUME"
"015665/T-2","PERFUME"
"011483/T-2","PERFUME"
"017339/T-2","PERFUME"
"013592/T-2","PERFUME"
"015025/T-2","PERFUME"
"015602/T-2","PERFUME"
"017258/T-2","PERFUME"
"014970/T-2","PERFUME"
"013512/T-2","PERFUME"
"011366/T-2","PERFUME"
"014295/T-2","PERFUME"
"012812/T-2","PERFUME"
"013465/T-2","PERFUME"
"013448/T-2","PERFUME"
"015882/T-2","PERFUME"
"014897/T-2","PERFUME"
"011285/T-2","PERFUME"
"014853/T-2","PERFUME"
"016050/T-2","PERFUME"
"014817/T-2","PERFUME"
"013162/T-2","PERFUME"
"016924/T-2","PERFUME"
"015402/T-2","PERFUME"
"013317/T-2","PERFUME"
"014787/T-2","PERFUME"
"011139/T-2","PERFUME"
"017050/T-2","PERFUME"
"013283/T-2","PERFUME"
"011129/T-2","PERFUME"
"014745/T-2","PERFUME"
"014740/T-2","PERFUME"
"013267/T-2","PERFUME"
"013993/T-2","PERFUME"
"011801/T-2","PERFUME"
"015106/T-2","PERFUME"
"013218/T-2","PERFUME"
"016980/T-2","PERFUME"
"011779/T-2","PERFUME"
"013931/T-2","PERFUME"
"012480/T-2","PERFUME"
"016938/T-2","PERFUME"
"013169/T-2","PERFUME"
"017308/T-2","PERFUME"
"013840/T-2","PERFUME"
"013840/T-2","PERFUME"
"016449/T-2","PERFUME"
"016411/T-2","PERFUME"
"016442/T-2","PERFUME"
"015570/T-2","PERFUME"
"013105/T-2","PERFUME"
"016881/T-2","PERFUME"
"013788/T-2","PERFUME"
"016401/T-2","PERFUME"
"012361/T-2","PERFUME"
"014552/T-2","PERFUME"
"015739/T-2","PERFUME"
"014504/T-2","PERFUME"
"011534/T-2","PERFUME"
"015886/T-2","PERFUME"
"014446/T-2","PERFUME"
"014200/T-2","PERFUME"
"014435/T-2","PERFUME"
"012236/T-2","PERFUME"
"013638/T-2","PERFUME"
"015042/T-2","PERFUME"
"014393/T-2","PERFUME"
"012932/T-2","PERFUME"
"014999/T-2","PERFUME"
"013545/T-2","PERFUME"
"017247/T-2","PERFUME"
"014297/T-2","PERFUME"
"011300/T-2","PERFUME"
"016542/T-2","PERFUME"
"013408/T-2","PERFUME"
"016725/T-2","PERFUME"
"014184/T-2","PERFUME"
"014182/T-2","PERFUME"
"014174/T-2","PERFUME"
"016491/T-2","PERFUME"
"014130/T-2","PERFUME"
"014132/T-2","PERFUME"
"014612/T-2","PERFUME"
"013313/T-2","PERFUME"
"016630/T-2","PERFUME"
"014049/T-2","PERFUME"
"015944/T-2","PERFUME"
"012581/T-2","PERFUME"
"011808/T-2","PERFUME"
"015894/T-2","PERFUME"
"013671/T-2","PERFUME"
"016522/T-2","PERFUME"
"014660/T-2","PERFUME"
"013891/T-2","PERFUME"
"015843/T-2","PERFUME"
"013592/T-2","PERFUME"
"014580/T-2","PERFUME"
"013306/T-2","PERFUME"
"016425/T-2","PERFUME"
"014561/T-2","PERFUME"
"016411/T-2","PERFUME"
"014530/T-2","PERFUME"
"016368/T-2","PERFUME"
"012332/T-2","PERFUME"
"014494/T-2","PERFUME"
"011300/T-2","PERFUME"
"016732/T-2","PERFUME"
"015083/T-2","PERFUME"
"016292/T-2","PERFUME"
"014393/T-2","PERFUME"
"014361/T-2","PERFUME"
"015003/T-2","PERFUME"
"013557/T-2","PERFUME"
"015569/T-2","PERFUME"
"014321/T-2","PERFUME"
"013094/T-2","PERFUME"
"015170/T-2","PERFUME"
"014305/T-2","PERFUME"
"012090/T-2","PERFUME"
"016762/T-2","PERFUME"
"015895/T-2","PERFUME"
"011213/T-2","PERFUME"
"011509/T-2","PERFUME"
"014201/T-2","PERFUME"
"011993/T-2","PERFUME"
"016958/T-2","PERFUME"
"014842/T-2","PERFUME"
"014628/T-2","PERFUME"
"011954/T-2","PERFUME"
"017308/T-2","PERFUME"
"014998/T-2","PERFUME"
"012932/T-2","PERFUME"
"015914/T-2","PERFUME"
"016832/T-2","PERFUME"
"015895/T-2","PERFUME"
"017002/T-2","PERFUME"
"015041/T-2","PERFUME"
"016980/T-2","PERFUME"
"013499/T-2","PERFUME"
"013203/T-2","PERFUME"
"011743/T-2","PERFUME"
"015851/T-2","PERFUME"
"012482/T-2","PERFUME"
"016504/T-2","PERFUME"
"014993/T-2","PERFUME"
"012195/T-2","PERFUME"
"012173/T-2","PERFUME"
"011651/T-2","PERFUME"
"013801/T-2","PERFUME"
"015757/T-2","PERFUME"
"015755/T-2","PERFUME"
"012114/T-2","PERFUME"
"014393/T-2","PERFUME"
"013784/T-2","PERFUME"
"014527/T-2","PERFUME"
"016590/T-2","PERFUME"
"013059/T-2","PERFUME"
"014508/T-2","PERFUME"
"012634/T-2","PERFUME"
"013284/T-2","PERFUME"
"012232/T-2","PERFUME"
"015371/T-2","PERFUME"
"013346/T-2","PERFUME"
"016429/T-2","PERFUME"
"013763/T-2","PERFUME"
"011426/T-2","PERFUME"
"014346/T-2","PERFUME"
"014555/T-2","PERFUME"
"015689/T-2","PERFUME"
"014965/T-2","PERFUME"
"014270/T-2","PERFUME"
"016829/T-2","PERFUME"
"016345/T-2","PERFUME"
"014691/T-2","PERFUME"
"011779/T-2","PERFUME"
"015280/T-2","PERFUME"
"015476/T-2","PERFUME"
"015156/T-2","PERFUME"
"014879/T-2","PERFUME"
"014186/T-2","PERFUME"
"015374/T-2","PERFUME"
"015416/T-2","PERFUME"
"015416/T-2","PERFUME"
"013177/T-2","PERFUME"
"013354/T-2","PERFUME"
"017237/T-2","PERFUME"
"015388/T-2","PERFUME"
"016652/T-2","PERFUME"
"016335/T-2","PERFUME"
"015957/T-2","PERFUME"
"012098/T-2","PERFUME"
"013281/T-2","PERFUME"
"014528/T-2","PERFUME"
"016578/T-2","PERFUME"
"013040/T-2","PERFUME"
"016968/T-2","PERFUME"
"015079/T-2","PERFUME"
"015063/T-2","PERFUME"
"013798/T-2","PERFUME"
"014393/T-2","PERFUME"
"014545/T-2","PERFUME"
"017237/T-2","PERFUME"
"014651/T-2","PERFUME"
"011894/T-2","PERFUME"
"013779/T-2","PERFUME"
"016982/T-2","PERFUME"
"016368/T-2","PERFUME"
"012974/T-2","PERFUME"
"013290/T-2","PERFUME"
"011220/T-2","PERFUME"
"013789/T-2","PERFUME"
"015407/T-2","PERFUME"
"017293/T-2","PERFUME"
"014184/T-2","PERFUME"
"012874/T-2","PERFUME"
"013100/T-2","PERFUME"
"014667/T-2","PERFUME"
"013516/T-2","PERFUME"
"014303/T-2","PERFUME"
"016809/T-2","PERFUME"
"014038/T-2","PERFUME"
"013202/T-2","PERFUME"
"013993/T-2","PERFUME"
"013992/T-2","PERFUME"
"014191/T-2","PERFUME"
"014534/T-2","PERFUME"
"015323/T-2","PERFUME"
"014087/T-2","PERFUME"
"012464/T-2","PERFUME"
"014397/T-2","PERFUME"
"011420/T-2","PERFUME"
"015732/T-2","PERFUME"
"015780/T-2","PERFUME"
"015782/T-2","PERFUME"
"014508/T-2","PERFUME"
"014397/T-2","PERFUME"
"013551/T-2","PERFUME"
"015745/T-2","PERFUME"
"012739/T-2","PERFUME"
"015588/T-2","PERFUME"
"015572/T-2","PERFUME"
"014009/T-2","PERFUME"
"014346/T-2","PERFUME"
"014018/T-2","PERFUME"
"015729/T-2","PERFUME"
"014937/T-2","PERFUME"
"013544/T-2","PERFUME"
"013801/T-2","PERFUME"
"014188/T-2","PERFUME"
"015665/T-2","PERFUME"
"015598/T-2","PERFUME"
"015389/T-2","PERFUME"
"013545/T-2","PERFUME"
"011636/T-2","PERFUME"
"013103/T-2","PERFUME"
"014991/T-2","PERFUME"
"013203/T-2","PERFUME"
"016213/T-2","PERFUME"
"012737/T-2","PERFUME"
"017299/T-2","PERFUME"
"012737/T-2","PERFUME"
"011428/T-2","PERFUME"
"014594/T-2","PERFUME"
"014366/T-2","PERFUME"
"016425/T-2","PERFUME"
"012462/T-2","MOCASINES"
"011936/T-2","MOCASINES"
"011936/T-2","MOCASINES"
"014573/T-2","MOCASINES"
"011526/T-2","MOCASINES"
"012106/T-2","MOCASINES"
"013219/T-2","MOCASINES"
"012243/T-2","MOCASINES"
"012158/T-2","MOCASINES"
"012106/T-2","MOCASINES"
"014899/T-2","MOCASINES"
"015013/T-2","MOCASINES"
"011787/T-2","MOCASINES"
"011492/T-2","MOCASINES"
"012830/T-2","MOCASINES"
"014655/T-2","MOCASINES"
"015373/T-2","MOCASINES"
"012937/T-2","MOCASINES"
"016770/T-2","MOCASINES"
"011458/T-2","MOCASINES"
"015097/T-2","MOCASINES"
"012242/T-2","MOCASINES"
"011767/T-2","MOCASINES"
"012921/T-2","MOCASINES"
"016014/T-2","MOCASINES"
"012369/T-2","MOCASINES"
"015558/T-2","MOCASINES"
"011294/T-2","MOCASINES"
"014644/T-2","MOCASINES"
"012373/T-2","MOCASINES"
"014624/T-2","MOCASINES"
"011678/T-2","MOCASINES"
"014778/T-2","MOCASINES"
"012634/T-2","MOCASINES"
"015164/T-2","MOCASINES"
"015847/T-2","MOCASINES"
"015030/T-2","MOCASINES"
"011435/T-2","MOCASINES"
"015032/T-2","MOCASINES"
"014229/T-2","MOCASINES"
"012679/T-2","MOCASINES"
"014818/T-2","MOCASINES"
"012442/T-2","MOCASINES"
"013589/T-2","MOCASINES"
"012234/T-2","MOCASINES"
"014751/T-2","MOCASINES"
"015519/T-2","MOCASINES"
"013756/T-2","MOCASINES"
"016888/T-2","MOCASINES"
"016820/T-2","MOCASINES"
"014743/T-2","MOCASINES"
"014733/T-2","MOCASINES"
"012827/T-2","MOCASINES"
"011824/T-2","MOCASINES"
"015635/T-2","MOCASINES"
"012941/T-2","MOCASINES"
"012430/T-2","MOCASINES"
"011440/T-2","MOCASINES"
"012909/T-2","MOCASINES"
"011393/T-2","MOCASINES"
"014977/T-2","MOCASINES"
"016752/T-2","MOCASINES"
"012774/T-2","MOCASINES"
"015484/T-2","MOCASINES"
"014813/T-2","MOCASINES"
"016573/T-2","MOCASINES"
"012490/T-2","MOCASINES"
"012437/T-2","MOCASINES"
"016466/T-2","MOCASINES"
"012316/T-2","MOCASINES"
"011433/T-2","MOCASINES"
"016821/T-2","MOCASINES"
"012351/T-2","MOCASINES"
"016155/T-2","MOCASINES"
"015137/T-2","MOCASINES"
"014881/T-2","MOCASINES"
"015430/T-2","MOCASINES"
"014812/T-2","MOCASINES"
"012669/T-2","MOCASINES"
"011114/T-2","MOCASINES"
"011812/T-2","MOCASINES"
"013984/T-2","MOCASINES"
"012501/T-2","MOCASINES"
"016506/T-2","MOCASINES"
"014825/T-2","MOCASINES"
"011705/T-2","MOCASINES"
"011678/T-2","MOCASINES"
"014529/T-2","MOCASINES"
"013478/T-2","MOCASINES"
"011564/T-2","MOCASINES"
"011526/T-2","MOCASINES"
"015677/T-2","MOCASINES"
"011497/T-2","MOCASINES"
"015081/T-2","MOCASINES"
"015433/T-2","MOCASINES"
"011967/T-2","MOCASINES"
"011410/T-2","MOCASINES"
"016889/T-2","MOCASINES"
"011377/T-2","MOCASINES"
"012056/T-2","MOCASINES"
"012039/T-2","MOCASINES"
"012282/T-2","MOCASINES"
"011262/T-2","MOCASINES"
"014857/T-2","MOCASINES"
"011244/T-2","MOCASINES"
"015417/T-2","MOCASINES"
"011160/T-2","MOCASINES"
"013550/T-2","MOCASINES"
"015342/T-2","MOCASINES"
"011099/T-2","MOCASINES"
"013916/T-2","MOCASINES"
"013176/T-2","MOCASINES"
"015231/T-2","MOCASINES"
"011699/T-2","MOCASINES"
"011696/T-2","MOCASINES"
